,icd_code,icd_code_desc,icd_code_desc_de
80432,T8901,,Komplikationen einer offenen Wunde: Fremdkörper (mit oder ohne Infektion)
80433,T8902,,Komplikationen einer offenen Wunde: Infektion
80434,T8903,,Komplikationen einer offenen Wunde: Sonstige
80435,T90,,Folgen von Verletzungen des Kopfes
80436,T900,,Folgen einer oberflächlichen Verletzung des Kopfes
80437,T901,,Folgen einer offenen Wunde des Kopfes
80438,T902,,Folgen einer Fraktur des Schädels und der Gesichtsschädelknochen
80439,T903,,Folgen einer Verletzung der Hirnnerven
80440,T904,,Folgen einer Verletzung des Auges und der Orbita
80441,T905,,Folgen einer intrakraniellen Verletzung
80442,T908,,Folgen sonstiger näher bezeichneter Verletzungen des Kopfes
80443,T909,,Folgen einer nicht näher bezeichneten Verletzung des Kopfes
80444,T91,,Folgen von Verletzungen des Halses und des Rumpfes
80445,T910,,Folgen einer oberflächlichen Verletzung und einer offenen Wunde des Halses und des Rumpfes
80446,T911,,Folgen einer Fraktur der Wirbelsäule
80447,T912,,Folgen einer sonstigen Fraktur des Thorax und des Beckens
80448,T913,,Folgen einer Verletzung des Rückenmarkes
80449,T914,,Folgen einer Verletzung der intrathorakalen Organe
80450,T915,,Folgen einer Verletzung der intraabdominalen Organe und der Beckenorgane
80451,T918,,Folgen sonstiger näher bezeichneter Verletzungen des Halses und des Rumpfes
80452,T919,,Folgen einer nicht näher bezeichneten Verletzung des Halses und des Rumpfes
80453,T92,,Folgen von Verletzungen der oberen Extremität
80454,T920,,Folgen einer offenen Wunde der oberen Extremität
80455,T921,,Folgen einer Fraktur des Armes
80456,T922,,Folgen einer Fraktur in Höhe des Handgelenkes und der Hand
80457,T923,,"Folgen einer Luxation, Verstauchung oder Zerrung der oberen Extremität"
80458,T924,,Folgen einer Verletzung von Nerven der oberen Extremität
80459,T925,,Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität
80460,T926,,Folgen einer Zerquetschung oder einer traumatischen Amputation der oberen Extremität
80461,T928,,Folgen sonstiger näher bezeichneter Verletzungen der oberen Extremität
80462,T929,,Folgen einer nicht näher bezeichneten Verletzung der oberen Extremität
80463,T93,,Folgen von Verletzungen der unteren Extremität
80464,T930,,Folgen einer offenen Wunde der unteren Extremität
80465,T931,,Folgen einer Fraktur des Femurs
80466,T932,,Folgen sonstiger Frakturen der unteren Extremität
80467,T933,,"Folgen einer Luxation, Verstauchung oder Zerrung der unteren Extremität"
80468,T934,,Folgen einer Verletzung von Nerven der unteren Extremität
80469,T935,,Folgen einer Verletzung von Muskeln und Sehnen der unteren Extremität
80470,T936,,Folgen einer Zerquetschung oder einer traumatischen Amputation der unteren Extremität
80471,T938,,Folgen sonstiger näher bezeichneter Verletzungen der unteren Extremität
80472,T939,,Folgen einer nicht näher bezeichneten Verletzung der unteren Extremität
80473,T94,,Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen
80474,T940,,Folgen von Verletzungen mehrerer Körperregionen
80475,T941,,Folgen von Verletzungen nicht näher bezeichneter Körperregionen
80476,T95,,"Folgen von Verbrennungen, Verätzungen oder Erfrierungen"
80477,T950,,"Folgen einer Verbrennung, Verätzung oder Erfrierung des Kopfes oder des Halses"
80478,T951,,"Folgen einer Verbrennung, Verätzung oder Erfrierung des Rumpfes"
80479,T952,,"Folgen einer Verbrennung, Verätzung oder Erfrierung der oberen Extremität"
80480,T953,,"Folgen einer Verbrennung, Verätzung oder Erfrierung der unteren Extremität"
80481,T954,,"Folgen einer Verbrennung oder Verätzung, die nur nach der Größe der betroffenen Körperoberfläche klassifizierbar ist"
80482,T958,,"Folgen einer sonstigen näher bezeichneten Verbrennung, Verätzung oder Erfrierung"
80483,T959,,"Folgen einer nicht näher bezeichneten Verbrennung, Verätzung oder Erfrierung"
80484,T96,,"Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen"
80485,T97,,Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen
80486,T98,,Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen
80487,T980,,Folgen der Auswirkungen von Fremdkörpern in natürlichen Körperöffnungen
80488,T981,,Folgen sonstiger und nicht näher bezeichneter Schäden durch äußere Ursachen
80489,T982,,Folgen bestimmter Frühkomplikationen eines Traumas
80490,T983,,"Folgen von Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert"
80491,V99,,Transportmittelunfall
80492,W49,,Exposition gegenüber mechanischen Kräften unbelebter Objekte
80493,W499,,Unfall durch Exposition gegenüber mechanischen Kräften unbelebter Objekte
80494,W64,,Exposition gegenüber mechanischen Kräften belebter Objekte
80495,W649,,Unfall durch Exposition gegenüber mechanischen Kräften belebter Objekte
80496,W87,,Exposition gegenüber elektrischem Strom
80497,W879,,Unfall durch elektrischen Strom
80498,W91,,Exposition gegenüber Strahlung
80499,W919,,Strahlenunfall
80500,W92,,"Exposition gegenüber übermäßiger, künstlich erzeugter Hitze"
80501,W929,,Unfall durch künstliche Hitze
80502,W93,,"Exposition gegenüber übermäßiger, künstlich erzeugter Kälte"
80503,W939,,Unfall durch künstliche Kälte
80504,W94,,Exposition gegenüber hohem oder niedrigem Luftdruck oder Luftdruckwechsel
80505,W949,,Unfall durch Luftdruckwechsel
80506,X19,,Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen
80507,X199,,Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen
80508,X29,,Kontakt mit giftigen Tieren und Pflanzen
80509,X299,,Unfall durch Kontakt mit giftigen Pflanzen oder Tieren
80510,X49,,Akzidentelle Vergiftung durch und Exposition gegenüber schädliche(n) Substanzen
80511,X499,,Akzidentelle Vergiftung
80512,X59,,Akzidentelle Exposition gegenüber sonstigen und nicht näher bezeichneten Faktoren
80513,X599,,Sonstiger und nicht näher bezeichneter Unfall
80514,X84,,Absichtliche Selbstbeschädigung
80515,X849,,Absichtliche Selbstbeschädigung
80516,Y099,,Tätlicher Angriff
80517,Y34,,"Nicht näher bezeichnetes Ereignis, Umstände unbestimmt"
80518,Y349,,"Nicht näher bezeichnetes Ereignis, Umstände unbestimmt"
80519,Y35,,Verletzungen bei gesetzlichen Maßnahmen
80520,Y357,,Verletzung bei gesetzlichen Maßnahmen
80521,Y36,,Verletzungen durch Kriegshandlungen
80522,Y369,,Verletzungen durch Kriegshandlungen
80523,Y57,,Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Arzneimitteln und Drogen
80524,Y579,,Komplikationen durch Arzneimittel oder Drogen
80525,Y59,,Unerwünschte Nebenwirkungen bei therapeutischer Anwendung von Impfstoffen oder biologisch aktiven Substanzen
80526,Y599,,Komplikationen durch Impfstoffe oder biologisch aktive Substanzen
80527,Y82,,Medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällen bei diagnostischer und therapeutischer Anwendung
80528,Y84,,"Chirurgische und sonstige medizinische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme"
80529,Z00,,Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose
80530,Z000,,Ärztliche Allgemeinuntersuchung
80531,Z001,,Gesundheitsvorsorgeuntersuchung eines Kindes
80532,Z004,,"Allgemeine psychiatrische Untersuchung, anderenorts nicht klassifiziert"
80533,Z01,,Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose
80534,Z010,,Visusprüfung und Untersuchung der Augen
80535,Z011,,Hörprüfung und Untersuchung der Ohren
80536,Z012,,Untersuchung der Zähne
80537,Z013,,Messung des Blutdrucks
80538,Z014,,Gynäkologische Untersuchung (allgemein) (routinemäßig)
80539,Z015,,Diagnostische Haut- und Sensibilisierungstestung
80540,Z016,,"Röntgenuntersuchung, anderenorts nicht klassifiziert"
80541,Z017,,Laboruntersuchung
80542,Z018,,Sonstige näher bezeichnete spezielle Untersuchungen
80543,Z0180,,Abklärung einer Disposition für maligne Herzrhythmusstörungen
80544,Z0188,,Sonstige näher bezeichnete spezielle Untersuchungen
80545,Z019,,"Spezielle Untersuchung, nicht näher bezeichnet"
80546,Z02,,Untersuchung und Konsultation aus administrativen Gründen
80547,Z03,,"Ärztliche Beobachtung und Beurteilung von Verdachtsfällen, Verdacht ausgeschlossen"
80548,Z030,,Beobachtung bei Verdacht auf Tuberkulose
80549,Z031,,Beobachtung bei Verdacht auf bösartige Neubildung
80550,Z032,,Beobachtung bei Verdacht auf psychische Krankheiten oder Verhaltensstörungen
80551,Z033,,Beobachtung bei Verdacht auf neurologische Krankheit
80552,Z034,,Beobachtung bei Verdacht auf Herzinfarkt
80553,Z035,,Beobachtung bei Verdacht auf sonstige kardiovaskuläre Krankheiten
80554,Z038,,Beobachtung bei sonstigen Verdachtsfällen
80555,Z039,,"Beobachtung bei Verdachtsfall, nicht näher bezeichnet"
80556,Z04,,Untersuchung und Beobachtung aus sonstigen Gründen
80557,Z045,,Untersuchung und Beobachtung nach durch eine Person zugefügter Verletzung
80558,Z048,,Untersuchung und Beobachtung aus sonstigen näher bezeichneten Gründen
80559,Z080,,Nachuntersuchung nach chirurgischem Eingriff wegen bösartiger Neubildung
80560,Z081,,Nachuntersuchung nach Strahlentherapie wegen bösartiger Neubildung
80561,Z082,,Nachuntersuchung nach Chemotherapie wegen bösartiger Neubildung
80562,Z087,,Nachuntersuchung nach Kombinationstherapie wegen bösartiger Neubildung
80563,Z088,,Nachuntersuchung nach sonstiger Behandlung wegen bösartiger Neubildung
80564,Z089,,Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen bösartiger Neubildung
80565,Z090,,Nachuntersuchung nach chirurgischem Eingriff wegen anderer Krankheitszustände
80566,Z091,,Nachuntersuchung nach Strahlentherapie wegen anderer Krankheitszustände
80567,Z092,,Nachuntersuchung nach Chemotherapie wegen anderer Krankheitszustände
80568,Z093,,Nachuntersuchung nach Psychotherapie
80569,Z094,,Nachuntersuchung nach Frakturbehandlung
80570,Z097,,Nachuntersuchung nach Kombinationsbehandlung wegen anderer Krankheitszustände
80571,Z098,,Nachuntersuchung nach sonstiger Behandlung wegen anderer Krankheitszustände
80572,Z0980,,Nachuntersuchung nach Organtransplantation
80573,Z0988,,Nachuntersuchung nach sonstiger Behandlung wegen anderer Krankheitszustände
80574,Z099,,Nachuntersuchung nach nicht näher bezeichneter Behandlung wegen anderer Krankheitszustände
80575,Z10,,Allgemeine Reihenuntersuchung bestimmter Bevölkerungsgruppen
80576,Z11,,Spezielle Verfahren zur Untersuchung auf infektiöse und parasitäre Krankheiten
80577,Z12,,Spezielle Verfahren zur Untersuchung auf Neubildungen
80578,Z121,,Spezielle Verfahren zur Untersuchung auf Neubildung des Darmtraktes
80579,Z123,,Spezielle Verfahren zur Untersuchung auf Neubildung der Mamma [Brustdrüse]
80580,Z128,,Spezielle Verfahren zur Untersuchung auf Neubildungen sonstiger Lokalisationen
80581,Z13,,Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen
80582,Z132,,Spezielle Verfahren zur Untersuchung auf Ernährungsstörungen
80583,Z134,,Spezielle Verfahren zur Untersuchung auf bestimmte Entwicklungsstörungen in der Kindheit
80584,Z137,,"Spezielle Verfahren zur Untersuchung auf angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien"
80585,Z138,,Spezielle Verfahren zur Untersuchung auf sonstige näher bezeichnete Krankheiten oder Störungen
80586,Z20,,Kontakt mit und Exposition gegenüber übertragbaren Krankheiten
80587,Z200,,Kontakt mit und Exposition gegenüber infektiösen Darmkrankheiten
80588,Z208,,Kontakt mit und Exposition gegenüber sonstigen übertragbaren Krankheiten
80589,Z22,,Keimträger von Infektionskrankheiten
80590,Z223,,Keimträger anderer näher bezeichneter bakterieller Krankheiten
80591,Z230,,"Notwendigkeit der Impfung gegen Cholera, nicht kombiniert"
80592,Z231,,"Notwendigkeit der Impfung gegen Typhus-Paratyphus [TAB], nicht kombiniert"
80593,Z232,,Notwendigkeit der Impfung gegen Tuberkulose [BCG]
80594,Z233,,Notwendigkeit der Impfung gegen Pest
80595,Z234,,Notwendigkeit der Impfung gegen Tularämie
80596,Z235,,"Notwendigkeit der Impfung gegen Tetanus, nicht kombiniert"
80597,Z236,,"Notwendigkeit der Impfung gegen Diphtherie, nicht kombiniert"
80598,Z237,,"Notwendigkeit der Impfung gegen Keuchhusten [Pertussis], nicht kombiniert"
80599,Z238,,Notwendigkeit der Impfung gegen sonstige einzelne bakterielle Krankheiten
80600,Z24,,Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten
80601,Z240,,Notwendigkeit der Impfung gegen Poliomyelitis
80602,Z241,,"Notwendigkeit der Impfung gegen Virusenzephalitis, durch Arthropoden übertragen"
80603,Z242,,Notwendigkeit der Impfung gegen Tollwut
80604,Z243,,Notwendigkeit der Impfung gegen Gelbfieber
80605,Z244,,"Notwendigkeit der Impfung gegen Masern, nicht kombiniert"
80606,Z245,,"Notwendigkeit der Impfung gegen Röteln, nicht kombiniert"
80607,Z246,,Notwendigkeit der Impfung gegen Virushepatitis
80608,Z25,,Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Viruskrankheiten
80609,Z250,,"Notwendigkeit der Impfung gegen Mumps, nicht kombiniert"
80610,Z251,,Notwendigkeit der Impfung gegen Grippe [Influenza]
80611,Z258,,Notwendigkeit der Impfung gegen sonstige näher bezeichnete einzelne Viruskrankheiten
80612,Z26,,Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Infektionskrankheiten
80613,Z260,,Notwendigkeit der Impfung gegen Leishmaniose
80614,Z268,,Notwendigkeit der Impfung gegen sonstige näher bezeichnete einzelne Infektionskrankheiten
80615,Z269,,Notwendigkeit der Impfung gegen nicht näher bezeichnete Infektionskrankheit
80616,Z27,,Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten
80617,Z270,,Notwendigkeit der Impfung gegen Cholera mit Typhus-Paratyphus [Cholera+TAB]
80618,Z271,,Notwendigkeit der Impfung gegen Diphtherie-Pertussis-Tetanus [DPT]
80619,Z272,,Notwendigkeit der Impfung gegen Diphtherie-Pertussis-Tetanus mit Typhus-Paratyphus [DPT+TAB]
80620,Z273,,Notwendigkeit der Impfung gegen Diphtherie-Pertussis-Tetanus mit Poliomyelitis [DPT+Polio]
80621,Z274,,Notwendigkeit der Impfung gegen Masern-Mumps-Röteln [MMR]
80622,Z278,,Notwendigkeit der Impfung gegen sonstige Kombinationen von Infektionskrankheiten
80623,Z279,,Notwendigkeit der Impfung gegen nicht näher bezeichnete Kombinationen von Infektionskrankheiten
80624,Z28,,Nicht durchgeführte Impfung [Immunisierung]
80625,Z29,,Notwendigkeit von anderen prophylaktischen Maßnahmen
80626,Z290,,Isolierung als prophylaktische Maßnahme
80627,Z291,,Immunprophylaxe
80628,Z292,,Sonstige prophylaktische Chemotherapie
80629,Z2920,,Lokale prophylaktische Chemotherapie
80630,Z2921,,Systemische prophylaktische Chemotherapie
80631,Z2922,,HIV-Präexpositionsprophylaxe
80632,Z2928,,Sonstige prophylaktische Chemotherapie
80633,Z30,,Kontrazeptive Maßnahmen
80634,Z300,,Allgemeine Beratung zu Fragen der Kontrazeption
80635,Z301,,Einsetzen eines Pessars (intrauterin) zur Kontrazeption
80636,Z303,,Auslösung der Menstruation
80637,Z304,,Überwachung bei medikamentöser Kontrazeption
80638,Z305,,Überwachung von Patientinnen mit Pessar (intrauterin) zur Kontrazeption
80639,Z31,,Fertilisationsfördernde Maßnahmen
80640,Z311,,Künstliche Insemination
80641,Z312,,In-vitro-Fertilisation
80642,Z313,,"Andere Methoden, die die Fertilisation unterstützen"
80643,Z314,,Untersuchung und Test im Zusammenhang mit Fertilisation
80644,Z316,,Allgemeine Beratung im Zusammenhang mit Fertilisation
80645,Z318,,Sonstige fertilisationsfördernde Maßnahmen
80646,Z32,,Untersuchung und Test zur Feststellung einer Schwangerschaft
80647,Z33,,Schwangerschaftsfeststellung als Nebenbefund
80648,Z34,,Überwachung einer normalen Schwangerschaft
80649,Z35,,Überwachung einer Risikoschwangerschaft
80650,Z350,,Überwachung einer Schwangerschaft bei Infertilitätsanamnese
80651,Z351,,Überwachung einer Schwangerschaft bei Abortanamnese
80652,Z352,,Überwachung einer Schwangerschaft bei sonstiger ungünstiger geburtshilflicher oder Reproduktionsanamnese
80653,Z353,,Überwachung einer Schwangerschaft mit ungenügender pränataler Betreuung in der Anamnese
80654,Z354,,Überwachung einer Schwangerschaft bei ausgeprägter Multiparität
80655,Z355,,Überwachung einer älteren Erstschwangeren
80656,Z356,,Überwachung einer sehr jungen Erstschwangeren
80657,Z358,,Überwachung sonstiger Risikoschwangerschaften
80658,Z359,,"Überwachung einer Risikoschwangerschaft, nicht näher bezeichnet"
80659,Z36,,Pränatales Screening
80660,Z368,,Sonstiges pränatales Screening
80661,Z37,,Resultat der Entbindung
80662,Z375,,"Andere Mehrlinge, alle lebendgeboren"
80663,Z376,,"Andere Mehrlinge, einige lebendgeboren"
80664,Z38,,Lebendgeborene nach dem Geburtsort
80665,Z380,,"Einling, Geburt im Krankenhaus"
80666,Z383,,"Zwilling, Geburt im Krankenhaus"
80667,Z386,,"Anderer Mehrling, Geburt im Krankenhaus"
80668,Z39,,Postpartale Betreuung und Untersuchung der Mutter
80669,Z40,,Prophylaktische Operation
80670,Z400,,Prophylaktische Operation wegen Risikofaktoren in Verbindung mit bösartigen Neubildungen
80671,Z4008,,Prophylaktische Operation wegen Risikofaktoren in Verbindung mit bösartigen Neubildungen: Prophylaktische Operation an sonstigen Organen
80672,Z41,,Maßnahmen aus anderen Gründen als der Wiederherstellung des Gesundheitszustandes
80673,Z42,,Nachbehandlung unter Anwendung plastischer Chirurgie
80674,Z420,,Nachbehandlung unter Anwendung plastischer Chirurgie des Kopfes oder des Halses
80675,Z422,,Nachbehandlung unter Anwendung plastischer Chirurgie an anderen Teilen des Rumpfes
