,icd_code,icd_code_desc_de
14861,T428,Vergiftung: Antiparkinsonmittel und andere zentral wirkende Muskelrelaxanzien
14862,T43,"Vergiftung durch psychotrope Substanzen, anderenorts nicht klassifiziert"
14863,T430,Vergiftung: Tri- und tetrazyklische Antidepressiva
14864,T431,Vergiftung: Monoaminooxidase-hemmende Antidepressiva
14865,T432,Vergiftung: Sonstige und nicht näher bezeichnete Antidepressiva
14866,T433,Vergiftung: Antipsychotika und Neuroleptika auf Phenothiazin-Basis
14867,T434,Vergiftung: Neuroleptika auf Butyrophenon- und Thioxanthen-Basis
14868,T435,Vergiftung: Sonstige und nicht näher bezeichnete Antipsychotika und Neuroleptika
14869,T436,Vergiftung: Psychostimulanzien mit Missbrauchspotential
14870,T438,"Vergiftung: Sonstige psychotrope Substanzen, anderenorts nicht klassifiziert"
14871,T439,"Vergiftung: Psychotrope Substanz, nicht näher bezeichnet"
14872,T44,Vergiftung durch primär auf das autonome Nervensystem wirkende Arzneimittel
14873,T440,Vergiftung: Cholinesterase-Hemmer
14874,T441,Vergiftung: Sonstige Parasympathomimetika [Cholinergika]
14875,T442,"Vergiftung: Ganglienblocker, anderenorts nicht klassifiziert"
14876,T443,"Vergiftung: Sonstige Parasympatholytika [Anticholinergika und Antimuskarinika] und Spasmolytika, anderenorts nicht klassifiziert"
14877,T444,"Vergiftung: Vorwiegend Alpha-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
14878,T445,"Vergiftung: Vorwiegend Beta-Rezeptoren-Stimulanzien, anderenorts nicht klassifiziert"
14879,T446,"Vergiftung: Alpha-Rezeptorenblocker, anderenorts nicht klassifiziert"
14880,T447,"Vergiftung: Beta-Rezeptorenblocker, anderenorts nicht klassifiziert"
14881,T448,"Vergiftung: Zentral wirkende und adrenerge Neuronenblocker, anderenorts nicht klassifiziert"
14882,T449,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf das autonome Nervensystem wirkende Arzneimittel"
14883,T45,"Vergiftung durch primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
14884,T450,Vergiftung: Antiallergika und Antiemetika
14885,T451,Vergiftung: Antineoplastika und Immunsuppressiva
14886,T452,"Vergiftung: Vitamine, anderenorts nicht klassifiziert"
14887,T453,"Vergiftung: Enzyme, anderenorts nicht klassifiziert"
14888,T454,Vergiftung: Eisen und dessen Verbindungen
14889,T455,Vergiftung: Antikoagulanzien
14890,T456,Vergiftung: Fibrinolytika und Fibrinolyse-Hemmer
14891,T457,"Vergiftung: Antikoagulanzien-Antagonisten, Vitamin K und sonstige Koagulanzien"
14892,T458,"Vergiftung: Sonstige primär systemisch und auf das Blut wirkende Mittel, anderenorts nicht klassifiziert"
14893,T459,"Vergiftung: Primär systemisch und auf das Blut wirkendes Mittel, nicht näher bezeichnet"
14894,T46,Vergiftung durch primär auf das Herz-Kreislaufsystem wirkende Mittel
14895,T460,Vergiftung: Herzglykoside und Arzneimittel mit ähnlicher Wirkung
14896,T461,Vergiftung: Kalziumantagonisten
14897,T462,"Vergiftung: Sonstige Antiarrhythmika, anderenorts nicht klassifiziert"
14898,T463,"Vergiftung: Koronardilatatoren, anderenorts nicht klassifiziert"
14899,T464,Vergiftung: Angiotensin-Konversionsenzym-Hemmer [ACE-Hemmer]
14900,T465,"Vergiftung: Sonstige Antihypertensiva, anderenorts nicht klassifiziert"
14901,T466,Vergiftung: Antihyperlipidämika und Arzneimittel gegen Arteriosklerose
14902,T467,Vergiftung: Periphere Vasodilatatoren
14903,T468,"Vergiftung: Antivarikosa, einschließlich Verödungsmitteln"
14904,T469,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf das Herz-Kreislaufsystem wirkende Mittel"
14905,T47,Vergiftung durch primär auf den Magen-Darm-Trakt wirkende Mittel
14906,T470,Vergiftung: Histamin-H2-Rezeptorenblocker
14907,T471,Vergiftung: Sonstige Antazida und Magensekretionshemmer
14908,T472,Vergiftung: Stimulierende Laxanzien
14909,T473,Vergiftung: Salinische und osmotische Laxanzien
14910,T474,Vergiftung: Sonstige Laxanzien
14911,T475,Vergiftung: Digestiva
14912,T476,Vergiftung: Antidiarrhoika
14913,T477,Vergiftung: Emetika
14914,T478,Vergiftung: Sonstige primär auf den Magen-Darm-Trakt wirkende Mittel
14915,T479,"Vergiftung: Primär auf den Magen-Darm-Trakt wirkendes Arzneimittel, nicht näher bezeichnet"
14916,T48,"Vergiftung durch primär auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel"
14917,T480,Vergiftung: Oxytozin [Ocytocin] und ähnlich wirkende Wehenmittel
14918,T481,Vergiftung: Muskelrelaxanzien [neuromuskuläre Blocker]
14919,T482,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf die Muskulatur wirkende Mittel"
14920,T483,Vergiftung: Antitussiva
14921,T484,Vergiftung: Expektoranzien
14922,T485,Vergiftung: Arzneimittel gegen Erkältungskrankheiten
14923,T486,"Vergiftung: Antiasthmatika, anderenorts nicht klassifiziert"
14924,T487,"Vergiftung: Sonstige und nicht näher bezeichnete, primär auf das Atmungssystem wirkende Mittel"
14925,T49,"Vergiftung durch primär auf Haut und Schleimhäute wirkende und in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde angewendete Mittel zur topischen Anwendung"
14926,T490,"Vergiftung: Antimykotika, Antiinfektiva und Antiphlogistika zur lokalen Anwendung, anderenorts nicht klassifiziert"
14927,T491,Vergiftung: Antipruriginosa
14928,T492,Vergiftung: Adstringenzien und Detergenzien zur lokalen Anwendung
14929,T493,"Vergiftung: Hauterweichende [Emollienzien], hautpflegende [Demulzenzien] und hautschützende Mittel"
14930,T494,"Vergiftung: Keratolytika, Keratoplastika und sonstige Arzneimittel und Präparate zur Haarbehandlung"
14931,T495,Vergiftung: Ophthalmika
14932,T496,Vergiftung: In der Hals-Nasen-Ohrenheilkunde angewendete Arzneimittel und Präparate
14933,T497,Vergiftung: Dentalpharmaka bei topischer Anwendung
14934,T498,Vergiftung: Sonstige Mittel zur topischen Anwendung
14935,T499,"Vergiftung: Mittel zur topischen Anwendung, nicht näher bezeichnet"
14936,T50,"Vergiftung durch Diuretika und sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
14937,T500,Vergiftung: Mineralokortikoide und deren Antagonisten
14938,T501,Vergiftung: Schleifendiuretika [High-ceiling-Diuretika]
14939,T502,"Vergiftung: Carboanhydrase-Hemmer, Benzothiadiazin-Derivate und andere Diuretika"
14940,T503,"Vergiftung: Auf den Elektrolyt-, Kalorien- und Wasserhaushalt wirkende Mittel"
14941,T504,Vergiftung: Auf den Harnsäurestoffwechsel wirkende Arzneimittel
14942,T505,Vergiftung: Appetitzügler
14943,T506,"Vergiftung: Antidote und Chelatbildner, anderenorts nicht klassifiziert"
14944,T507,Vergiftung: Analeptika und Opioid-Rezeptor-Antagonisten
14945,T508,Vergiftung: Diagnostika
14946,T509,"Vergiftung: Sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen"
14947,T51,Toxische Wirkung von Alkohol
14948,T510,Toxische Wirkung: Äthanol
14949,T511,Toxische Wirkung: Methanol
14950,T512,Toxische Wirkung: 2-Propanol
14951,T513,Toxische Wirkung: Fuselöl
14952,T518,Toxische Wirkung: Sonstige Alkohole
14953,T519,"Toxische Wirkung: Alkohol, nicht näher bezeichnet"
14954,T52,Toxische Wirkung von organischen Lösungsmitteln
14955,T520,Toxische Wirkung: Erdölprodukte
14956,T521,Toxische Wirkung: Benzol
14957,T522,Toxische Wirkung: Benzol-Homologe
14958,T523,Toxische Wirkung: Glykole
14959,T524,Toxische Wirkung: Ketone
14960,T528,Toxische Wirkung: Sonstige organische Lösungsmittel
14961,T529,"Toxische Wirkung: Organisches Lösungsmittel, nicht näher bezeichnet"
14962,T53,Toxische Wirkung von halogenierten aliphatischen und aromatischen Kohlenwasserstoffen
14963,T530,Toxische Wirkung: Tetrachlorkohlenstoff
14964,T531,Toxische Wirkung: Chloroform
14965,T532,Toxische Wirkung: Trichloräthylen
14966,T533,Toxische Wirkung: Tetrachloräthylen
14967,T534,Toxische Wirkung: Dichlormethan
14968,T535,Toxische Wirkung: Fluorchlorkohlenwasserstoffe [FCKW]
14969,T536,Toxische Wirkung: Sonstige halogenierte aliphatische Kohlenwasserstoffe
14970,T537,Toxische Wirkung: Sonstige halogenierte aromatische Kohlenwasserstoffe
14971,T539,"Toxische Wirkung: Halogenierte aliphatische und aromatische Kohlenwasserstoffe, nicht näher bezeichnet"
14972,T54,Toxische Wirkung von ätzenden Substanzen
14973,T540,Toxische Wirkung: Phenol und dessen Homologe
14974,T541,Toxische Wirkung: Sonstige ätzende organische Verbindungen
14975,T542,Toxische Wirkung: Ätzende Säuren und säureähnliche Substanzen
14976,T543,Toxische Wirkung: Ätzalkalien und alkaliähnliche Substanzen
14977,T549,"Toxische Wirkung: Ätzende Substanz, nicht näher bezeichnet"
14978,T55,Toxische Wirkung von Seifen und Detergenzien
14979,T56,Toxische Wirkung von Metallen
14980,T560,Toxische Wirkung: Blei und dessen Verbindungen
14981,T561,Toxische Wirkung: Quecksilber und dessen Verbindungen
14982,T562,Toxische Wirkung: Chrom und dessen Verbindungen
14983,T563,Toxische Wirkung: Kadmium und dessen Verbindungen
14984,T564,Toxische Wirkung: Kupfer und dessen Verbindungen
14985,T565,Toxische Wirkung: Zink und dessen Verbindungen
14986,T566,Toxische Wirkung: Zinn und dessen Verbindungen
14987,T567,Toxische Wirkung: Beryllium und dessen Verbindungen
14988,T568,Toxische Wirkung: Sonstige Metalle
14989,T569,"Toxische Wirkung: Metall, nicht näher bezeichnet"
14990,T57,Toxische Wirkung von sonstigen anorganischen Substanzen
14991,T570,Toxische Wirkung: Arsen und dessen Verbindungen
14992,T571,Toxische Wirkung: Phosphor und dessen Verbindungen
14993,T572,Toxische Wirkung: Mangan und dessen Verbindungen
14994,T573,Toxische Wirkung: Blausäure
14995,T578,Toxische Wirkung: Sonstige näher bezeichnete anorganische Substanzen
14996,T579,"Toxische Wirkung: Anorganische Substanz, nicht näher bezeichnet"
14997,T58,Toxische Wirkung von Kohlenmonoxid
14998,T59,"Toxische Wirkung sonstiger Gase, Dämpfe oder sonstigen Rauches"
14999,T590,Toxische Wirkung: Stickstoffoxide
15000,T591,Toxische Wirkung: Schwefeldioxid
15001,T592,Toxische Wirkung: Formaldehyd
15002,T593,Toxische Wirkung: Tränengas
15003,T594,Toxische Wirkung: Chlorgas
15004,T595,Toxische Wirkung: Fluorgas und Fluorwasserstoff
15005,T596,Toxische Wirkung: Schwefelwasserstoff
15006,T597,Toxische Wirkung: Kohlendioxid
15007,T598,"Toxische Wirkung: Sonstige näher bezeichnete Gase, Dämpfe oder sonstiger näher bezeichneter Rauch"
15008,T599,"Toxische Wirkung: Gase, Dämpfe oder Rauch, nicht näher bezeichnet"
15009,T60,Toxische Wirkung von Schädlingsbekämpfungsmitteln [Pestiziden]
15010,T600,Toxische Wirkung: Organophosphat- und Carbamat-Insektizide
15011,T601,Toxische Wirkung: Halogenierte Insektizide
15012,T602,Toxische Wirkung: Sonstige und nicht näher bezeichnete Insektizide
15013,T603,Toxische Wirkung: Herbizide und Fungizide
15014,T604,Toxische Wirkung: Rodentizide
15015,T608,Toxische Wirkung: Sonstige Schädlingsbekämpfungsmittel
15016,T609,"Toxische Wirkung: Schädlingsbekämpfungsmittel, nicht näher bezeichnet"
15017,T61,"Toxische Wirkung schädlicher Substanzen, die mit essbaren Meerestieren aufgenommen wurden"
15018,T610,Ciguatera-Fischvergiftung
15019,T611,Scombroid-Fischvergiftung
15020,T612,Sonstige Vergiftung durch Fische und Schalentiere
15021,T618,Toxische Wirkung sonstiger essbarer Meerestiere
15022,T619,Toxische Wirkung eines nicht näher bezeichneten essbaren Meerestieres
15023,T62,"Toxische Wirkung sonstiger schädlicher Substanzen, die mit der Nahrung aufgenommen wurden"
15024,T620,Toxische Wirkung: Verzehrte Pilze
15025,T621,Toxische Wirkung: Verzehrte Beeren
15026,T622,Toxische Wirkung: Sonstige verzehrte Pflanze(n) oder Teil(e) davon
15027,T628,"Toxische Wirkung: Sonstige näher bezeichnete schädliche Substanzen, die mit der Nahrung aufgenommen wurden"
15028,T629,"Toxische Wirkung: Schädliche Substanz, die mit der Nahrung aufgenommen wurde, nicht näher bezeichnet"
15029,T63,Toxische Wirkung durch Kontakt mit giftigen Tieren
15030,T630,Toxische Wirkung: Schlangengift
15031,T631,Toxische Wirkung: Gift anderer Reptilien
15032,T632,Toxische Wirkung: Skorpiongift
15033,T633,Toxische Wirkung: Spinnengift
15034,T634,Toxische Wirkung: Gift sonstiger Arthropoden
15035,T635,Toxische Wirkung durch Kontakt mit Fischen
15036,T636,Toxische Wirkung durch Kontakt mit sonstigen Meerestieren
15037,T638,Toxische Wirkung durch Kontakt mit sonstigen giftigen Tieren
15038,T639,Toxische Wirkung durch Kontakt mit einem nicht näher bezeichneten giftigen Tier
15039,T64,Toxische Wirkung von Aflatoxin und sonstigem Mykotoxin in kontaminierten Lebensmitteln
15040,T65,Toxische Wirkung sonstiger und nicht näher bezeichneter Substanzen
15041,T650,Toxische Wirkung: Zyanide
15042,T651,Toxische Wirkung: Strychnin und dessen Salze
15043,T652,Toxische Wirkung: Tabak und Nikotin
15044,T653,Toxische Wirkung: Nitro- und Aminoderivate von Benzol und dessen Homologen
15045,T654,Toxische Wirkung: Schwefelkohlenstoff
15046,T655,"Toxische Wirkung: Glyzeroltrinitrat, Sauerstoffsäuren des Stickstoffs und deren Ester"
15047,T656,"Toxische Wirkung: Farben und Farbstoffe, anderenorts nicht klassifiziert"
15048,T658,Toxische Wirkung sonstiger näher bezeichneter Substanzen
15049,T659,Toxische Wirkung einer nicht näher bezeichneten Substanz
15050,T66,Nicht näher bezeichnete Schäden durch Strahlung
15051,T67,Schäden durch Hitze und Sonnenlicht
15052,T670,Hitzschlag und Sonnenstich
15053,T671,Hitzesynkope
15054,T672,Hitzekrampf
15055,T673,Hitzeerschöpfung durch Wasserverlust
15056,T674,Hitzeerschöpfung durch Salzverlust
15057,T675,"Hitzeerschöpfung, nicht näher bezeichnet"
15058,T676,Passagere Hitzeermüdung
15059,T677,Hitzeödem
15060,T678,Sonstige Schäden durch Hitze und Sonnenlicht
15061,T679,"Schaden durch Hitze und Sonnenlicht, nicht näher bezeichnet"
15062,T68,Hypothermie
15063,T69,Sonstige Schäden durch niedrige Temperatur
15064,T690,Kälte-Nässe-Schaden der Hände oder Füße
15065,T691,Frostbeulen
15066,T698,Sonstige näher bezeichnete Schäden durch niedrige Temperatur
15067,T699,"Schaden durch niedrige Temperatur, nicht näher bezeichnet"
15068,T70,Schäden durch Luft- und Wasserdruck
15069,T700,Barotrauma des Ohres
15070,T701,Barotrauma der Nasennebenhöhlen
15071,T702,Sonstige und nicht näher bezeichnete Schäden durch große Höhe
15072,T703,Caissonkrankheit [Dekompressionskrankheit]
15073,T704,Schäden durch Hochdruckflüssigkeiten
15074,T708,Sonstige Schäden durch Luft- und Wasserdruck
15075,T709,"Schaden durch Luft- und Wasserdruck, nicht näher bezeichnet"
15076,T71,Erstickung
15077,T73,Schäden durch sonstigen Mangel
15078,T730,Schäden durch Hunger
15079,T731,Schäden durch Durst
15080,T732,Erschöpfung durch Ausgesetztsein (gegenüber Witterungsunbilden)
15081,T733,Erschöpfung durch übermäßige Anstrengung
15082,T738,Sonstige Schäden durch Mangel
15083,T739,"Schaden durch Mangel, nicht näher bezeichnet"
15084,T74,Missbrauch von Personen
15085,T740,Vernachlässigen oder Imstichlassen
15086,T741,Körperlicher Missbrauch
15087,T742,Sexueller Missbrauch
15088,T743,Psychischer Missbrauch
15089,T748,Sonstige Formen des Missbrauchs von Personen
15090,T749,"Missbrauch von Personen, nicht näher bezeichnet"
15091,T75,Schäden durch sonstige äußere Ursachen
15092,T750,Schäden durch Blitzschlag
15093,T751,Ertrinken und nichttödliches Untertauchen
15094,T752,Schäden durch Vibration
15095,T753,Kinetose
15096,T754,Schäden durch elektrischen Strom
15097,T758,Sonstige näher bezeichnete Schäden durch sonstige äußere Ursachen
15098,T76,Nicht näher bezeichnete Schäden durch äußere Ursachen
15099,T78,"Unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert"
15100,T780,Anaphylaktischer Schock durch Nahrungsmittelunverträglichkeit
15101,T781,"Sonstige Nahrungsmittelunverträglichkeit, anderenorts nicht klassifiziert"
15102,T782,"Anaphylaktischer Schock, nicht näher bezeichnet"
15103,T783,Angioneurotisches Ödem
15104,T784,"Allergie, nicht näher bezeichnet"
15105,T788,"Sonstige unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert"
15106,T789,"Unerwünschte Nebenwirkung, nicht näher bezeichnet"
15107,T79,"Bestimmte Frühkomplikationen eines Traumas, anderenorts nicht klassifiziert"
15108,T790,Luftembolie (traumatisch)
15109,T791,Fettembolie (traumatisch)
15110,T792,Traumatisch bedingte sekundäre oder rezidivierende Blutung
15111,T793,"Posttraumatische Wundinfektion, anderenorts nicht klassifiziert"
15112,T794,Traumatischer Schock
15113,T795,Traumatische Anurie
15114,T796,Traumatische Muskelischämie
15115,T7960,Traumatische Muskelischämie der oberen Extremität
15116,T7961,Traumatische Muskelischämie des Oberschenkels und der Hüfte
15117,T7962,Traumatische Muskelischämie des Unterschenkels
15118,T7963,Traumatische Muskelischämie des Fußes
15119,T7968,Traumatische Muskelischämie sonstiger Lokalisation
15120,T7969,Traumatische Muskelischämie nicht näher bezeichneter Lokalisation
15121,T797,Traumatisches subkutanes Emphysem
15122,T798,Sonstige Frühkomplikationen eines Traumas
15123,T799,Nicht näher bezeichnete Frühkomplikation eines Traumas
15124,T80,"Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
15125,T800,"Luftembolie nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
15126,T801,"Gefäßkomplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
15127,T802,"Infektionen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
15128,T803,AB0-Unverträglichkeitsreaktion
15129,T804,Rh-Unverträglichkeitsreaktion
15130,T805,Anaphylaktischer Schock durch Serum
15131,T806,Sonstige Serumreaktionen
15132,T808,"Sonstige Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
15133,T809,"Nicht näher bezeichnete Komplikation nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken"
15134,T81,"Komplikationen bei Eingriffen, anderenorts nicht klassifiziert"
